品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2019款 T5 四驱智雅豪华版 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:49.433690
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2019款 T4 智逸版 国V,4,L,4,8挡手自一体,2.0,国V,2018.06,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:49.606118
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2019款 T5 四驱智远版 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:49.818987
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2020款 T5 四驱智逸豪华版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:50.024863
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2020款 T5 四驱智雅豪华版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:50.226802
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2020款 T5 四驱智远豪华版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:50.399694
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2019款 T5 四驱智远版 国V,4,L,4,8挡手自一体,2.0,国V,2018.06,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:50.589144
W,沃尔沃,沃尔沃亚太,沃尔沃XC60,2019款 T5 四驱智雅运动版 国V,4,L,4,8挡手自一体,2.0,国V,2018.06,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:50.769123
W,沃尔沃,沃尔沃亚太,沃尔沃XC60新能源,2019款 T8 E驱混动 智尊豪华版 国VI,4,L,4,8挡手自一体,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:51.424746
W,沃尔沃,沃尔沃亚太,沃尔沃XC60新能源,2019款 T8 E驱混动 智尊豪华版 国V,4,L,4,8挡手自一体,2.0,国V,2018.06,插电式混合动力,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:51.601636
W,沃尔沃,沃尔沃亚太,沃尔沃XC60新能源,2019款 T8 E驱混动 智雅运动版 国V,4,L,4,8挡手自一体,2.0,国V,2018.06,插电式混合动力,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:51.774189
W,沃尔沃,沃尔沃亚太,沃尔沃XC60新能源,2019款 T8 E驱混动 智雅运动版 国VI,4,L,4,8挡手自一体,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:51.993052
W,沃尔沃,沃尔沃(进口),沃尔沃S60,2017款 2.0T Polestar,4,L,4,8挡手自一体,2.0,国V,2016.09,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:52.711633
W,沃尔沃,沃尔沃(进口),沃尔沃S60,2017款 T5 个性运动版,4,L,4,8挡手自一体,2.0,欧V+OBD,2017.04,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:52.926968
W,沃尔沃,沃尔沃(进口),沃尔沃V40,2019款 Cross Country T5 AWD 智雅版,4,L,4,8挡手自一体,2.0,国V,2018.10,汽油,95号,三年不限公里,5,多连杆式独立悬架,手刹,2019-09-27 13:04:54.146032
W,沃尔沃,沃尔沃(进口),沃尔沃V40,2019款 Cross Country T3 智雅版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,95号,三年不限公里,5,多连杆式独立悬架,手刹,2019-09-27 13:04:54.380915
W,沃尔沃,沃尔沃(进口),沃尔沃V40,2019款 T4 智雅版,4,L,4,6挡手自一体,2.0,国V,2018.10,汽油,95号,三年不限公里,5,多连杆式独立悬架,手刹,2019-09-27 13:04:54.599779
W,沃尔沃,沃尔沃(进口),沃尔沃V40,2019款 T3 智逸版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,95号,三年不限公里,5,多连杆式独立悬架,手刹,2019-09-27 13:04:54.909325
W,沃尔沃,沃尔沃(进口),沃尔沃V40,2019款 T3 智雅版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,95号,三年不限公里,5,多连杆式独立悬架,手刹,2019-09-27 13:04:55.202140
W,沃尔沃,沃尔沃(进口),沃尔沃V60,2018款 2.0T Polestar 国V,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:56.389040
W,沃尔沃,沃尔沃(进口),沃尔沃V60,2020款 T5 智雅运动版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:56.562936
W,沃尔沃,沃尔沃(进口),沃尔沃V60,2020款 T5 智远豪华版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:56.780827
W,沃尔沃,沃尔沃(进口),沃尔沃V60,2020款 T4 智逸豪华版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:56.956721
W,沃尔沃,沃尔沃(进口),沃尔沃V60,2020款 T5 智远运动版,4,L,4,8挡手自一体,2.0,国VI,2019.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:57.165589
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2019款 Cross Country T5 AWD 智尊版 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:57.968755
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2019款 Cross Country T5 AWD 智尊版 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:58.105672
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2020款 Cross Country T5 AWD 智远版,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:58.276563
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2020款 Cross Country T5 AWD 智尊版,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:58.471112
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2019款 Cross Country T5 AWD 智远版 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:58.632007
W,沃尔沃,沃尔沃(进口),沃尔沃V90,2019款 Cross Country T5 AWD 智远版 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,5,多连杆式整体后桥,电子驻车,2019-09-27 13:04:58.806904
W,沃尔沃,沃尔沃(进口),沃尔沃XC40(进口),2019款 T4 四驱破晓冰雪白,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:59.402618
W,沃尔沃,沃尔沃(进口),沃尔沃XC40(进口),2019款 T5 四驱运动日暮水晶白限定版,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:59.575110
W,沃尔沃,沃尔沃(进口),沃尔沃XC40(进口),2019款 T4 四驱正午熔岩红,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:04:59.972890
W,沃尔沃,沃尔沃(进口),沃尔沃XC40(进口),2019款 T4 四驱子夜亚马逊蓝,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:05:00.177849
W,沃尔沃,沃尔沃(进口),沃尔沃XC40(进口),2019款 T5 四驱运动日暮水晶白,4,L,4,8挡手自一体,2.0,国V,2018.08,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:05:00.373725
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T6 智尊豪华版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.062959
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智雅版 7座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.220861
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T5 智逸版 5座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.423735
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 运动版 7座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.571643
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T5 智逸版 7座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.715557
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T6 智雅运动版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:01.880108
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智尊版 7座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:02.033012
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T6 智逸豪华版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:02.171926
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T6 智逸运动版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:02.392789
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T5 智逸版 5座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:05:02.560716
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T6 智雅豪华版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:02.865613
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T5 智行豪华版 5座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.013517
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2020款 T5 智行豪华版 7座,4,L,4,8挡手自一体,2.0,国VI,2019.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.201430
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智逸版 7座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.353931
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智雅版 7座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.503841
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智尊版 7座 国V,4,L,4,8挡手自一体,2.0,国V,2018.09,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.647749
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 运动版 7座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.791659
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T6 智逸版 7座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:03.939566
W,沃尔沃,沃尔沃(进口),沃尔沃XC90,2019款 T5 智逸版 7座 国VI,4,L,4,8挡手自一体,2.0,国VI,2019.05,汽油,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:04.095469
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 荣誉版 4座 国V,4,L,4,8挡自动,2.0,国V,2018.09,插电式混合动力,95号,三年不限公里,4,多连杆式独立悬架,电子驻车,2019-09-27 13:05:04.807944
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 个性运动版 7座 国VI,4,L,4,8挡自动,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:04.955853
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 智尊版 7座 国VI,4,L,4,8挡自动,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:05.169806
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 荣誉版 3座 国V,4,L,4,8挡自动,2.0,国V,2018.09,插电式混合动力,95号,三年不限公里,3,多连杆式独立悬架,电子驻车,2019-09-27 13:05:05.474617
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 个性运动版 7座 国V,4,L,4,8挡自动,2.0,国V,2018.09,插电式混合动力,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:05.908951
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 智尊版 7座 国V,4,L,4,8挡自动,2.0,国V,2018.09,插电式混合动力,95号,三年不限公里,7,多连杆式独立悬架,电子驻车,2019-09-27 13:05:06.101828
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 荣誉版 4座 国VI,4,L,4,8挡自动,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,4,多连杆式独立悬架,电子驻车,2019-09-27 13:05:06.296707
W,沃尔沃,沃尔沃(进口),沃尔沃XC90新能源,2019款 E驱混动 T8 荣誉版 3座 国VI,4,L,4,8挡自动,2.0,国VI,暂无数据,插电式混合动力,95号,三年不限公里,3,多连杆式独立悬架,电子驻车,2019-09-27 13:05:06.433703
W,五菱汽车,上汽通用五菱,五菱宏光,2019款 1.5L S舒适型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,5/7/8,螺旋弹簧五连杆式非独立悬架,暂无数据,2019-09-27 13:05:08.312859
W,五菱汽车,上汽通用五菱,五菱宏光,2019款 1.5L S基本型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,5/7/8,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:08.449773
W,五菱汽车,上汽通用五菱,五菱宏光,2019款 1.5L S基本型封窗车国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:08.574697
W,五菱汽车,上汽通用五菱,五菱宏光,2015款 1.5L S1标准国V,4,L,4,暂无数据,1.5,国V,2015.08,汽油,92号,三年或6万公里,5/7/8,后螺旋弹簧非独立悬架,暂无数据,2019-09-27 13:05:08.718607
W,五菱汽车,上汽通用五菱,五菱宏光,2018款 1.5L 经典款S基本型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7/8,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:08.926484
W,五菱汽车,上汽通用五菱,五菱宏光,2019款 1.5L S基本型L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7/8,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:09.054400
W,五菱汽车,上汽通用五菱,五菱宏光,2019款 1.5L S标准型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,5/7/8,螺旋弹簧五连杆式非独立悬架,暂无数据,2019-09-27 13:05:09.183895
W,五菱汽车,上汽通用五菱,五菱宏光,2018款 1.5L 经典款S标准型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7/8,螺旋弹簧五连杆式非独立悬架,暂无数据,2019-09-27 13:05:09.304820
W,五菱汽车,上汽通用五菱,五菱宏光,2018款 1.5L S舒适型L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7/8,螺旋弹簧五连杆式非独立悬架,暂无数据,2019-09-27 13:05:09.440820
W,五菱汽车,上汽通用五菱,五菱宏光,2018款 1.2L 经典款S基本型,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,5/7/8,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:09.804595
W,五菱汽车,上汽通用五菱,五菱宏光,2015款 1.5L S1舒适国V,4,L,4,暂无数据,1.5,国V,2015.08,汽油,92号,三年或6万公里,5/7/8,后螺旋弹簧非独立悬架,暂无数据,2019-09-27 13:05:09.943598
W,五菱汽车,上汽通用五菱,五菱宏光,2016款 1.5L S1尊享型国V,4,L,4,暂无数据,1.5,国V,2016.04,汽油,92号,三年或6万公里,7/8,后螺旋弹簧非独立悬架,暂无数据,2019-09-27 13:05:10.116487
W,五菱汽车,上汽通用五菱,五菱宏光,2018款 1.5L S标准型L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7/8,螺旋弹簧五连杆式非独立悬架,暂无数据,2019-09-27 13:05:10.245408
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5T 手动标准型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:10.760374
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5L 手动标准型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:10.898882
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5L 手动舒适型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:11.047790
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5T 手动舒适型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:11.241750
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5L 手动豪华型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:11.379674
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 自动离合版 1.5L 手动舒适型 国V,4,L,4,6挡手动,1.5,国V,2019.03,汽油,92号,三年或6万公里,7,螺旋弹簧式非独立悬架,手刹,2019-09-27 13:05:11.524584
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 1.5T 手动豪华型 国VI,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或6万公里,7,多连杆式独立悬架,手刹,2019-09-27 13:05:11.657502
W,五菱汽车,上汽通用五菱,五菱宏光S3,2019款 自动离合版 1.5L 手动豪华型 国V,4,L,4,6挡手动,1.5,国V,2019.03,汽油,92号,三年或6万公里,7,多连杆式独立悬架,手刹,2019-09-27 13:05:11.817403
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L基本型封窗车国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:12.353415
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L标准型L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:12.490327
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲取版L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:12.645862
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲享版L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:12.775780
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L标准型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:12.943675
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L基本型封窗车L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:13.150576
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲享版国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:13.286492
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲取版封窗车国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:13.488468
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L基本型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,5/7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:13.912973
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲取版国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,5/7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:14.268751
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L劲取版封窗车L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:14.440661
W,五菱汽车,上汽通用五菱,五菱宏光V,2019款 1.5L基本型 L2B,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:14.572580
W,五菱汽车,上汽通用五菱,五菱荣光,2014款 1.2L S 基本型,4,L,4,暂无数据,1.2,国IV/国V,2013.11,汽油,92号,三年或6万公里,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:15.150823
W,五菱汽车,上汽通用五菱,五菱荣光,2017款 1.5L加长基本型,4,L,4,暂无数据,1.5,国IV/国V,-,汽油,92号,-,7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:15.285738
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.5L 加长厢式运输车基本型5座,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 13:05:15.477619
W,五菱汽车,上汽通用五菱,五菱荣光,2014款 1.5L S 标准型,4,L,4,暂无数据,1.5,国IV/国V,2013.11,汽油,92号,三年或6万公里,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:15.607537
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.2L S 基本型,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:16.189806
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.5L S 标准型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:16.339716
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.2L S 厢式运输车基本型2座,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 13:05:16.493619
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.2L S 厢式运输车基本型5座,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,5,纵置钢板弹簧,暂无数据,2019-09-27 13:05:16.620538
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.5L 加长厢式运输车基本型2座,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,2,纵置钢板弹簧,暂无数据,2019-09-27 13:05:16.765450
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.2L 加长基本型,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.070262
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.5L 加长基本型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.195207
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.5L S 基本型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.370523
W,五菱汽车,上汽通用五菱,五菱荣光,2017款 1.2L加长基本型,4,L,4,暂无数据,1.2,国IV/国V,-,汽油,92号,-,7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.508521
W,五菱汽车,上汽通用五菱,五菱荣光,2014款 1.5L S 基本型,4,L,4,暂无数据,1.5,国IV/国V,2013.11,汽油,92号,三年或6万公里,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.710398
W,五菱汽车,上汽通用五菱,五菱荣光,2019款 1.2L S 标准型,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:17.961145
W,五菱汽车,上汽通用五菱,五菱荣光,2014款 1.2L S 标准型,4,L,4,暂无数据,1.2,国IV/国V,2013.11,汽油,92号,三年或6万公里,5/7,纵置钢板弹簧,暂无数据,2019-09-27 13:05:18.096765
W,五菱汽车,上汽通用五菱,五菱荣光V,2019款 1.5L封窗车实用型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:18.626514
W,五菱汽车,上汽通用五菱,五菱荣光V,2019款 1.2L厢式运输车实用型,4,L,4,暂无数据,1.2,国V,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:18.768473
W,五菱汽车,上汽通用五菱,五菱荣光V,2019款 1.5L厢式运输车实用型,4,L,4,暂无数据,1.5,国V,-,汽油,92号,-,2,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:18.912385
W,五菱汽车,上汽通用五菱,五菱荣光V,2019款 1.5L标准型国VI LAR,4,L,4,暂无数据,1.5,国VI,-,汽油,92号,-,7/8,钢板弹簧非独立悬架,暂无数据,2019-09-27 13:05:19.190296
