品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智运版长轴上汽时代52.5kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.341778
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车快运版短轴上汽时代35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.494682
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车快运版短轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.590622
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智运版长轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.797495
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智运版短轴上汽时代52.5kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.891438
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车快运版长轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:11.981382
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车快运版长轴上汽时代52.5kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.076911
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智联版长轴上汽时代52.5kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.171853
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智联版长轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.270791
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智运版短轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.476666
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车快运版短轴上汽时代52.5kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.615579
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智联版短轴盟固利35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.713516
S,上汽MAXUS,上汽大通,上汽MAXUS EV30,2019款 城市物流车智联版短轴上汽时代35kWh,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,-,2,钢板弹簧,暂无数据,2019-09-27 09:23:12.845434
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 手动精英版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.291160
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 自动精英版 国VI,4,L,4,6挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.393705
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 自动豪华行政版 柴油 国V,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.529617
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动智享版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.630554
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 手动客运版 柴油 国V,4,L,4,6挡手动,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.727498
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动行政版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:13.871406
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动豪华行政版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:14.510106
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 1.9T 手动智享版 柴油,4,L,4,6挡手动,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:14.593058
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 手动智享版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:14.698996
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动黑金智尊版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:14.847534
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 1.9T 自动豪华行政版 柴油,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:15.056406
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 手动精英版,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:15.140353
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 自动精英版 国V,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:15.276269
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动豪华版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.343815
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动旗舰版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.488724
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 自动智享版 国V,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.643637
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 手动豪华版,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.745573
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 自动尊享行政版 国VI,4,L,4,6挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.851509
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 1.9T 自动精英版 柴油,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:16.961440
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 手动智享版 柴油 国V,4,L,4,6挡手动,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.070373
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 手动精英版 柴油 国V,4,L,4,6挡手动,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.261254
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 1.9T 自动豪华版 柴油,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.432998
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动尊享行政版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.535933
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 自动豪华版 柴油 国V,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.632876
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 2.0T 自动智享版 国VI,4,L,4,6挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.737808
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2019款 PLUS 1.9T 自动精英版 柴油 国V,4,L,4,6挡手自一体,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:17.897710
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 2.0T 自动精英版,4,L,4,6挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:18.008641
S,上汽MAXUS,上汽大通,上汽MAXUS G10,2018款 PLUS 1.9T 手动精英版 柴油,4,L,4,6挡手动,1.9,国V,国V,柴油,0号,三年或6万公里,7,五连杆式非独立悬架,手刹,2019-09-27 09:23:18.111579
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动豪华版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:18.522320
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动豪华行政版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:18.623259
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动行政版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:18.729195
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2019款 首发款 2.0T 自动豪华版 国V,4,L,4,8挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:18.830168
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动智尊版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:18.941090
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动尊享行政版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:19.041576
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2020款 2.0T 自动旗舰版 国VI,4,L,4,8挡手自一体,2.0,国VI,国VI,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:19.140513
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2019款 首发款 2.0T 自动豪华行政版 国V,4,L,4,8挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:19.291453
S,上汽MAXUS,上汽大通,上汽MAXUS G20,2019款 首发款 2.0T 自动智尊版 国V,4,L,4,8挡手自一体,2.0,国V,国V,汽油,92号,三年或6万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:23:19.404384
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动豪华版 国VI,4,L,4,7挡双离合,1.5,国VI,国VI,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:19.812849
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 首发款自动豪华版 6座,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:19.911793
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.3T 手动精英版 国V,4,L,4,6挡手动,1.3,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:23:20.028718
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.3T 手动乐享起始版 国VI,4,L,4,6挡手动,1.3,国VI,国VI,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:23:20.130653
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.3T 手动精英版 国VI,4,L,4,6挡手动,1.3,国VI,国VI,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:23:20.259577
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动尊享版 国VI,4,L,4,7挡双离合,1.5,国VI,国VI,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:20.376504
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动豪华版 国V,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:20.484437
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 首发款自动豪华版 7座,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:21.173643
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.3T 首发款手动精英版,4,L,4,6挡手动,1.3,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:23:21.272581
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动精英版 国VI,4,L,4,7挡双离合,1.5,国VI,国VI,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:21.375518
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动极客全配版 国V,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,8,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:21.482451
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动极客全配版 国VI,4,L,4,7挡双离合,1.5,国VI,国VI,汽油,92号,待查,8,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:21.649348
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.3T 手动乐享起始版 国V,4,L,4,6挡手动,1.3,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:23:21.743289
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动尊享版 国V,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:21.839841
S,上汽MAXUS,上汽大通,上汽MAXUS G50,2019款 1.5T 自动精英版 国V,4,L,4,7挡双离合,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:23:22.171632
S,上汽MAXUS,上汽大通,上汽MAXUS RG10,2019款 2.0TGI 升顶露营车阳光版,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2019-09-27 09:23:22.665724
S,上汽MAXUS,上汽大通,上汽MAXUS RV80,2019款 RV80 B型房车,-,-,-,暂无数据,-,-,-,-,-,-,-,-,暂无数据,2019-09-27 09:23:23.002514
S,上汽MAXUS,上汽大通,上汽MAXUS RV80,2019款 RV80 C型房车,-,-,-,暂无数据,-,-,-,-,-,-,-,-,暂无数据,2019-09-27 09:23:23.095455
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘豪华型大双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:23.493209
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘舒享型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:23.595147
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘舒适型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:23.699081
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘舒享型小双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:24.149492
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘舒适型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:24.243434
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱低底盘舒享型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:24.459301
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘舒享型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:24.732745
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘豪华型小双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:24.931622
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘旗舰型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:25.393336
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动两驱高底盘舒享型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:25.532246
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动四驱高底盘豪华型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:25.625189
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘豪华型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:25.715133
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动四驱高底盘精英型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.158466
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘精英型大双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.276393
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘精英型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.397255
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动四驱高底盘精英型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.494197
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘舒享型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.616118
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘舒享型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.707068
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘精英型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:26.795928
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘精英型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.079597
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动两驱高底盘精英型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.283471
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘精英型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.444373
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动四驱高底盘豪华型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.546313
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘精英型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.645248
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘精英型小双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.879698
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动两驱高底盘豪华型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:27.984631
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘舒享型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.079571
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱高底盘舒适型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.177510
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动两驱高底盘舒享型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.270455
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动两驱高底盘精英型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.414366
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱低底盘舒适型大双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.539287
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动两驱高底盘精英型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.646223
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动两驱高底盘精英型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.741164
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘精英型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.845098
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动四驱高底盘舒适型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:28.936048
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油手动两驱高底盘豪华型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.047527
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2019款 2.0T汽油自动两驱高底盘舒享型大双排国VI,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.141468
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动两驱高底盘豪华型小双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.268390
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘豪华型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.362330
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.0T汽油自动四驱高底盘旗舰型大双排,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.461272
S,上汽MAXUS,上汽大通,上汽MAXUS T60,2017款 2.4L汽油手动两驱低底盘舒享型小双排,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,5,全渐变式钢板弹簧非独立悬架,暂无数据,2019-09-27 09:23:29.555212
